ds,yhat,yhat_lower,yhat_upper
1979-01-01,70.1335903397294,66.30710855286617,73.80483208216398
1979-02-01,70.72633709192054,67.16361985636313,74.0824642178607
1979-03-01,71.41930608912142,67.80112398964852,75.10164660107891
1979-04-01,72.05924925870318,68.1857065676373,75.71787023338938
1979-05-01,72.6176344144946,68.74239126991391,76.28599180131894
1979-06-01,73.12184025401127,69.5990660361371,76.4588535495096
1979-07-01,73.67956015062006,70.01266646581757,77.2821049435305
1979-08-01,74.47761560567025,70.73251326338367,78.12633670101575
1979-09-01,75.10684695823153,71.42091932189042,78.77691233875547
1979-10-01,75.8059270109935,72.17449100846983,79.48760871160133
1979-11-01,76.51736677783752,72.66386629341203,80.08324580067416
1979-12-01,76.43325368508687,72.60433353737314,79.97352794375459
1980-01-01,77.2479507134022,73.57881655566845,80.9368008047509
1980-02-01,77.81284899028657,74.06458111901284,81.32421880430132
1980-03-01,78.40716371678825,74.79966349607304,81.97211903619154
1980-04-01,79.00768534870177,75.41387214298634,82.5874239822576
1980-05-01,79.69399103076536,76.01083980739477,83.41235668118127
1980-06-01,80.44609737734893,76.69855057460542,83.99090987418985
1980-07-01,81.08746637294978,77.51238661824434,84.58915755948229
1980-08-01,81.64543990122804,77.88193416294799,85.14270142450705
1980-09-01,82.247243569954,78.52212969502878,85.9065556472046
1980-10-01,82.80200638429055,79.43080610417884,86.54410064239678
1980-11-01,83.29768432082072,79.53345158673744,86.97981889146975
1980-12-01,83.99227185412119,80.15949559379334,87.8090006274234
1981-01-01,84.50283128726736,80.8746555058205,88.33144565650824
1981-02-01,85.15477735942062,81.35797762309106,88.85146082370618
1981-03-01,85.6078890136064,81.92885810444012,89.10038389022445
1981-04-01,86.22394218353246,82.52312973793157,89.78506647027277
1981-05-01,86.86976763765283,83.38616049852946,90.52616138619199
1981-06-01,87.53884905019902,83.77836900591669,91.36346933598153
1981-07-01,88.14934113846881,84.42020409342838,91.66580275048337
1981-08-01,88.78606449589667,85.07858944436272,92.25453666208236
1981-09-01,89.30107103554577,85.42994168088502,92.85293648521414
1981-10-01,89.81164923479346,86.03620667098647,93.30129054125791
1981-11-01,90.28707813438658,86.89255266395493,93.77189594843439
1981-12-01,90.6287387297602,87.2805565407334,94.3701448754788
1982-01-01,91.14120680498691,87.75267086229853,94.73969048523456
1982-02-01,91.66678601828826,87.80984535851151,95.20798655011717
1982-03-01,92.15288717511629,88.5755946671565,95.8790778416367
1982-04-01,92.68591246861338,89.1076000118898,95.89368226699614
1982-05-01,93.19599621390918,89.3784092411456,96.63325069148699
1982-06-01,93.68622686606663,89.98912412235818,97.30494742315557
1982-07-01,94.17574747376153,90.62786248451903,97.75058909360197
1982-08-01,94.79635082250523,91.02933460056856,98.31485601995315
1982-09-01,95.32051741572478,91.87044220199411,98.94332401069269
1982-10-01,95.8792293147098,92.31866814113928,99.25026399961004
1982-11-01,96.42658706057372,92.98310575812047,99.76627177965366
1982-12-01,96.5085895285668,92.72667676725418,100.12013792718365
1983-01-01,97.12245139358348,93.49178928170593,100.6396980033491
1983-02-01,97.61902011754145,93.98908559089946,101.24150147352546
1983-03-01,98.22511863762863,94.33525207955574,102.08404153687074
1983-04-01,98.7688837789775,95.0410633335639,102.52630872208637
1983-05-01,99.13730071937593,95.39637802421309,102.79164089730594
1983-06-01,99.44520606965328,95.51318760843691,103.05124266940544
1983-07-01,99.81295775086906,96.34345021073199,103.32922015017209
1983-08-01,100.41471271668006,96.93190669937492,104.01413967800389
1983-09-01,100.84764358000207,97.22035077274101,104.6658228198971
1983-10-01,101.35675541737118,97.90890855614799,104.91286611828863
1983-11-01,101.87189469497604,97.92331004758248,105.82716621016094
1983-12-01,101.59781338683236,97.88134382712492,105.08954542133007
1984-01-01,102.21620993415345,99.07568806137321,106.1864578320529
1984-02-01,102.58480773004369,98.96654489307865,106.2823832243317
1984-03-01,102.99548652271227,99.18329134122081,106.433249533859
1984-04-01,103.39970767363138,99.5702898279163,107.00587649496303
1984-05-01,103.89604514828149,100.20491497289457,107.46997846492089
1984-06-01,104.45185101387081,100.83269260907123,107.90237359208568
1984-07-01,104.90325180205836,101.26259430982165,108.53498980053875
1984-08-01,105.26492484934217,101.45789026415589,108.91887612100945
1984-09-01,105.67042803707399,102.0544640513752,109.46535436206926
1984-10-01,106.03522264399696,102.44977829140042,109.70368007713357
1984-11-01,106.33460009953295,102.68805036155695,110.11598490377342
1984-12-01,106.83921942541959,103.45234362453732,110.50397968409611
1985-01-01,107.15347839046984,103.61279352915534,110.63663481520193
1985-02-01,107.60912399452738,104.14251015311396,111.48486787348155
1985-03-01,107.88493200011037,104.42976669117564,111.51985802594167
1985-04-01,108.30468470194045,104.88712874043307,112.0398869778451
1985-05-01,108.76054196112936,105.00789431264933,112.5283392434846
1985-06-01,109.23332290557978,105.27554909043661,112.91285665360152
1985-07-01,109.6538467989181,105.91105045190405,113.00240694333309
1985-08-01,110.09426968824985,106.4747376139474,113.71682442719647
1985-09-01,110.50915377979103,107.02121724124244,114.09431187388442
1985-10-01,110.92283928732134,106.93934546604115,114.38070894838424
1985-11-01,111.29814573880644,107.53828962419041,115.00882107643805
1985-12-01,111.5429136424625,107.76190214515184,115.04392682087109
1986-01-01,111.955259269581,108.41189466239085,115.65376804351344
1986-02-01,112.3807160347743,108.56094076328516,115.95020575386317
1986-03-01,112.77638401266594,109.35200537243284,116.27199015135795
1986-04-01,113.20928685805514,109.37085404048658,116.79616926470585
1986-05-01,113.62247791163337,110.03635550060632,117.38810203140426
1986-06-01,114.0125861156828,110.29241619272594,117.68152025089069
1986-07-01,114.40521403166022,110.98363253428198,117.86769393807495
1986-08-01,114.92569493229581,111.1114745760305,118.67213532755845
1986-09-01,115.34975050335278,111.83463859345991,118.97980550265933
1986-10-01,115.81158076798674,112.06380490929514,119.23743899962123
1986-11-01,116.25882749168805,112.65703068322716,119.54111676391072
1986-12-01,116.24394832533048,112.77651644600911,119.80212542644057
1987-01-01,116.75769916818486,113.0262533263864,120.47492410141325
1987-02-01,117.1541568699803,113.40224901058102,120.89496585542008
1987-03-01,117.66983253133998,114.15668323455392,121.263264973752
1987-04-01,118.11348665052658,114.59730968555728,121.62004980855181
1987-05-01,118.48191466077351,114.93456414965432,122.0635931913106
1987-06-01,118.78983144989442,115.26758571091196,122.42952379870582
1987-07-01,119.15759420095941,115.79987847985221,122.85861042841402
1987-08-01,119.75936060561394,116.38674185552539,123.28540980984486
1987-09-01,120.19230290777962,116.45639029685621,123.66981176000311
1987-10-01,120.70142581499756,117.11600210295725,124.36753061039337
1987-11-01,121.21657653144632,117.82096331464165,125.1438775515763
1987-12-01,120.94250629315147,117.24482676963709,124.65691444279435
1988-01-01,121.56091427931635,118.05032438184966,124.94896005980712
1988-02-01,121.92952351405023,118.12805589085907,125.46040882405322
1988-03-01,122.3402130075728,118.72892710156982,125.7162877798958
1988-04-01,122.74444559733587,119.04668649495589,126.59096274311821
1988-05-01,123.30698431857492,119.71126184469212,126.78566332147352
1988-06-01,123.93119813897312,120.3973434971844,127.48064556861355
1988-07-01,124.44880017374896,120.81763372823585,128.09013114862472
1988-08-01,124.87888117584225,121.29551988447025,128.69700012000018
1988-09-01,125.35279231838291,121.75883947866842,128.8553477093419
1988-10-01,125.78378817189495,122.39185953216844,129.69949755641105
1988-11-01,126.15157358223964,122.5424461480528,129.74005697151674
1988-12-01,126.72239415471566,123.14740637733507,130.707522725764
1989-01-01,127.10506106167658,123.55020161313962,130.9947160648413
1989-02-01,127.62911460764425,123.99836218413809,131.38610077158572
1989-03-01,127.96671043172732,124.30452456522804,131.62278099171476
1989-04-01,128.45487107546793,124.97355705579454,131.8255471556003
1989-05-01,128.97692956876392,125.37670760273299,132.67825520479403
1989-06-01,129.51811845512458,125.77053566933256,133.25885813071298
1989-07-01,130.0048435825704,126.41471441022762,133.421429945589
1989-08-01,130.51367441381265,126.86835002074086,134.26062117163778
1989-09-01,130.9969664472644,127.15319213811941,134.7333618999298
1989-10-01,131.4768531889017,127.56265118197554,135.26145064962458
1989-11-01,131.92056758229745,128.3703339988951,135.33331613904443
1989-12-01,132.2315367200599,128.89763071837206,135.90850018004946
1990-01-01,132.71229033035058,128.8596405796957,136.60620907055727
1990-02-01,133.20615507871528,129.65427072924075,136.91355281780216
1990-03-01,133.66361091237485,129.9555961283667,137.44353599800397
1990-04-01,134.16492174093557,130.54736693094418,137.84839580319695
1990-05-01,134.64431406855084,131.04000504804614,138.20935528844402
1990-06-01,135.10283025577172,131.37567048226026,138.62133354424452
1990-07-01,135.56165944578612,132.0745291862132,139.28973293358484
1990-08-01,136.15054832959342,132.7329968806245,139.97880122780393
1990-09-01,136.64300045787638,133.1691065340184,140.42161448475554
1990-10-01,137.1710209391805,133.44370630867843,140.92576870809177
1990-11-01,137.68666422010884,133.89881763088835,141.4302690058888
1990-12-01,137.7379752704208,134.2175601080057,141.53846296777868
1991-01-01,138.32012267050098,134.7047269773395,141.87021948570077
1991-02-01,138.78497692952266,134.84999489597445,142.23466711295012
1991-03-01,139.36243012644132,135.8033007570422,142.7276162878825
1991-04-01,139.87448080285384,136.35129241704806,143.48531398943985
1991-05-01,140.30909902977118,136.6686930569833,143.73399174806312
1991-06-01,140.68541237611836,136.9068648619129,144.33413007524376
1991-07-01,141.11936534385327,137.53284297140954,145.074508894841
1991-08-01,141.78952830573397,138.3543715467326,145.73684368473295
1991-09-01,142.29071591708944,138.62689891414382,146.05969047401638
1991-10-01,142.8658826719106,139.3475494427902,146.48120731115176
1991-11-01,143.4492786975487,139.86663918916685,147.12198121183147
1991-12-01,143.24125230685695,139.5077706824487,146.89682448142887
1992-01-01,143.9279056022116,140.2601612235194,147.62646629382888
1992-02-01,144.36476014613493,140.7675726451974,148.05513484968444
1992-03-01,144.83929202567384,141.6261516030768,148.51670966856366
1992-04-01,145.31176992462647,141.57522237713158,148.77693187782975
1992-05-01,145.87416231672822,142.19513857760614,149.58750229739263
1992-06-01,146.4982249303509,142.83338301294458,150.01869422900177
1992-07-01,147.0156806359898,143.1486068232631,150.68014227803826
1992-08-01,147.44561043130747,143.8509970077614,151.14644388474497
1992-09-01,147.9193703670728,144.1339212592631,151.75409853774048
1992-10-01,148.35021989144747,144.56984115590336,151.98447265726807
1992-11-01,148.71785409501672,144.88456993663408,152.16048299768218
1992-12-01,149.2885283383556,145.5182672256168,152.78197671004824
1993-01-01,149.67104403854094,145.66130163217102,153.3893528988064
1993-02-01,150.1949463777333,146.6668423728842,153.55542345059413
1993-03-01,150.53240562795463,146.918120125709,154.11224809008618
1993-04-01,151.02041506492046,147.45802965190407,154.48980275432325
1993-05-01,151.54232722907867,147.95075738820307,155.32214771406717
1993-06-01,151.99866974127465,148.62496586038705,155.70327907513163
1993-07-01,152.40328547436744,148.60152907060055,155.67762183862342
1993-08-01,152.82726993144493,148.92476228895555,156.40965953803297
1993-09-01,153.22571559073177,149.56863372862466,156.96653413856333
1993-10-01,153.62349293801626,150.1015627032398,157.38218905003865
1993-11-01,153.98236095724675,150.53592125376747,157.3923123086173
1993-12-01,154.21122070065647,150.64239345303497,157.8175048045719
1994-01-01,154.60712789552124,150.6672104998542,158.28096732625346
1994-02-01,155.0161462284602,151.4404679359658,158.51339928189995
1994-03-01,155.39696659012262,151.98523406437874,158.90482236402264
1994-04-01,155.81343100325714,152.16261028267635,159.27420122490673
1994-05-01,156.21071389658948,152.5981645594205,160.0541835709699
1994-06-01,156.58438366838467,153.00070357401577,160.15160243934136
1994-07-01,156.9611034241162,153.41885567822138,160.77025713622595
1994-08-01,157.46514589249745,153.65650334057796,161.24175230378796
1994-09-01,157.87275160535492,154.39827122986586,161.71196169518078
1994-10-01,158.31866265237628,154.68112745585495,161.72887942000258
1994-11-01,158.7494595178782,155.0752026269259,162.14387599584728
1994-12-01,158.71866113390755,155.27026401811017,162.26090842451785
1995-01-01,159.2159621185619,155.59683091586373,162.96238853544938
1995-02-01,159.54658426219208,155.78216676916713,163.30442717184866
1995-03-01,160.00279554843544,156.27384693628622,163.52110139477304
1995-04-01,160.38061410945647,156.78393275120362,163.89547708365862
1995-05-01,160.6853302892211,157.11041208677224,164.57778995093506
1995-06-01,160.9274115201773,157.45191485788914,164.59365293792658
1995-07-01,161.23146244075912,157.43387597971812,164.81133929890876
1995-08-01,161.76739328724918,158.20364019910076,165.3607632621209
1995-09-01,162.1345000312498,158.43283879489942,165.53776115939465
1995-10-01,162.57991110798562,158.8550373688697,166.24103548725446
1995-11-01,163.02922626626858,159.42039082389567,166.65986428733154
1995-12-01,162.6914441974918,159.09918772930936,166.5614014996623
1996-01-01,163.24401662549172,159.4756029320961,167.0565127549654
1996-02-01,163.54679030206032,159.99150705047433,167.542194739329
1996-03-01,163.895891692783,160.38608292370213,167.47972091509845
1996-04-01,164.23428872438103,160.77557312855404,168.09324831871754
1996-05-01,164.66692543839756,161.0541186921395,168.2506548406937
1996-06-01,165.15690718466576,161.53586431127522,168.96068961469197
1996-07-01,165.54460721221906,162.03406719062755,169.25674564167812
1996-08-01,165.84045614018177,161.85780434326145,169.57743146393744
1996-09-01,166.18013520859228,162.64120102635,169.80711750544782
1996-10-01,166.48121330712374,162.62130080238143,169.87600215156485
1996-11-01,166.71475037065557,163.1602564478376,170.30876901955378
1996-12-01,167.15565318815075,163.50222567253755,170.73817068105316
1997-01-01,167.40407174829818,163.96685179309156,170.87563632657304
1997-02-01,167.793876947453,164.15061683177413,171.4883713205757
1997-03-01,168.01021620022053,164.39725046739738,171.6801020125316
1997-04-01,168.3641284971482,164.6122128604121,172.2445005758774
1997-05-01,168.75626923546346,164.97896247819196,172.23828338527787
1997-06-01,169.16320977501067,165.6539517856104,172.57300752841107
1997-07-01,169.52001714747556,165.94709896128526,173.18245715998108
1997-08-01,169.8945996319048,166.36016712015365,173.56776309404663
1997-09-01,170.24364331854346,166.4276215304252,173.56039611233376
1997-10-01,170.59361230520028,166.8856628952539,174.1337264650624
1997-11-01,170.90307835178234,167.29684386058213,174.45569212516807
1997-12-01,171.08412973456487,167.46660886782172,174.7025644470252
1998-01-01,171.43063495678095,167.86550716095985,175.02404693083142
1998-02-01,171.790251317071,168.2731264084682,175.459786546702
1998-03-01,172.1264505421479,168.55030164826354,175.8943701083095
1998-04-01,172.4935129826339,168.68604364752647,176.22955761534948
1998-05-01,172.8429875153388,169.15704765530907,176.5924953484715
1998-06-01,173.16725531005227,169.7384018849981,176.70538123201297
1998-07-01,173.49616670086607,169.81041539523943,177.20390651935875
1998-08-01,173.9508071921652,170.45449706832633,177.63905700692712
1998-09-01,174.3090109279408,170.6572868849651,177.82961936753202
1998-10-01,174.70711361004427,171.19511104500359,178.3812172826221
1998-11-01,175.08850849846422,171.37534554771548,179.05797417469495
1998-12-01,175.0099017495756,171.20688155262954,178.86971898595752
1999-01-01,175.4578007571485,171.7541794596418,179.10009688266567
1999-02-01,175.78840662366247,172.06421163127325,179.36808295195547
1999-03-01,176.24460320799372,172.66113716863777,179.97993759191337
1999-04-01,176.62240549189852,173.0300437468772,180.39100033906357
1999-05-01,176.92710591961503,173.28902944773333,180.75807143925317
1999-06-01,177.1691708734543,173.4138261535584,180.79308545963414
1999-07-01,177.47320604198927,174.13916091128317,180.9927755832737
1999-08-01,178.0091206113617,174.4039335497548,181.66742118556098
1999-09-01,178.3762110782463,174.71651278973565,182.19118651485675
1999-10-01,178.8216064029335,175.25970863926378,182.2583376190945
1999-11-01,179.27090528410082,175.53851607773646,182.77962448850192
1999-12-01,178.93310746327455,175.3516391767705,182.47899953234392
2000-01-01,179.48566361415834,175.97959985329584,182.99700777037637
2000-02-01,179.78842087703995,175.8543624950077,183.54590423040597
2000-03-01,180.13750691302357,176.60185137373168,183.61579320841244
2000-04-01,180.47588753093382,176.7558866880714,184.13155620151306
2000-05-01,180.90850836073656,177.07457256091834,184.522090755708
2000-06-01,181.39847369331707,178.00383836852063,185.13623671333744
2000-07-01,181.78615783665688,178.45147837985044,185.5034950190776
2000-08-01,182.0819903509329,178.44097300848117,185.95568373370264
2000-09-01,182.42165300565586,178.6455801738457,186.11797224226447
2000-10-01,182.72273096773213,179.0054614721577,186.3415894871625
2000-11-01,182.95626789025928,179.41632504735261,186.53346357599565
2000-12-01,183.39717057129843,179.7261387103595,187.07812123676308
2001-01-01,183.6455889904415,180.08073768194708,187.26704287148388
2001-02-01,184.03539404859248,180.1721531176926,187.5033060774751
2001-03-01,184.25173317400137,180.52579127995233,187.65988618971377
2001-04-01,184.60564532992518,180.96544476990508,188.15946083199321
2001-05-01,184.99778593178422,181.47033801768336,188.5148426916972
2001-06-01,185.40472633032735,181.86747540044144,189.339763475164
2001-07-01,185.7615335663368,182.0308500482141,189.2294160592129
2001-08-01,186.1361159097617,182.25766960661514,189.5096187271884
2001-09-01,186.4851594553959,182.82256535494272,189.86777694930413
2001-10-01,186.8351282963512,183.241940986128,190.59102765965997
2001-11-01,187.1445941923746,183.52335407196836,190.74902631171798
2001-12-01,187.3256454294538,183.66138652884004,190.94254649133603
2002-01-01,187.67215050111182,184.14574136455113,191.34397964499365
2002-02-01,188.03176671084336,184.65381878358585,191.86305986698204
2002-03-01,188.3679657999311,184.54806932069505,191.80791943372537
2002-04-01,188.73502808985873,185.36856576455617,192.15942084772905
2002-05-01,189.08450247686176,185.6191514566842,192.5845235070451
2002-06-01,189.40877012545,185.64220426020114,193.001948989751
2002-07-01,189.73768137485206,186.02723875735586,193.58562554605717
2002-08-01,190.19232172002543,186.70528904692682,194.07692415326767
2002-09-01,190.5505253096758,186.85587719497104,194.24639981131523
2002-10-01,190.9486278503674,187.33562719489717,194.33285454491568
2002-11-01,191.33002259266266,187.96851450846916,195.0375056630267
2002-12-01,191.25141570236227,187.63262427736026,195.01370975414883
2003-01-01,191.69931456380914,187.9676740941787,195.38672039956367
2003-02-01,192.02992028419706,188.35412316256233,195.72593081209956
2003-03-01,192.48611673654466,188.82162798532548,196.41250680758841
2003-04-01,192.86391887432393,189.22358769630387,196.4781653736021
2003-05-01,193.1686191606288,189.5931359928337,196.9826480783445
2003-06-01,193.41068397556515,189.66267398102406,197.1962043200462
2003-07-01,193.71471900967654,189.97701702756555,197.07690953835845
2003-08-01,194.25063344014632,190.56932802945846,197.8754328022116
2003-09-01,194.61772376812735,191.0346840291637,198.16669736978199
2003-10-01,195.06311895839212,191.18920128065,198.70215346948163
2003-11-01,195.51241770065573,191.85698744421126,199.15747307625182
2003-12-01,195.17461974540848,191.51082242385536,198.83165336664803
2004-01-01,195.72717575738844,191.95534478472314,199.3748525915909
2004-02-01,196.02993301793686,192.3321852121847,199.51111040882904
2004-03-01,196.37901905173825,192.54659469294248,200.10812769037912
2004-04-01,196.71739966731576,192.8848766256012,200.40051124227983
2004-05-01,197.15002049486208,193.75421899703667,200.77035019677163
2004-06-01,197.63998582511041,193.9476939758202,201.15176361355168
2004-07-01,198.02766996619366,194.25884325364737,201.43801617711694
2004-08-01,198.323502478136,194.7440109172108,201.91443611641148
2004-09-01,198.66316513052692,195.04605960180135,202.32457217644586
2004-10-01,198.96424309034526,195.32439687226585,202.69941913104446
2004-11-01,199.1977800105411,195.6721055234439,202.7606124219088
2004-12-01,199.63868268932313,195.86817279216586,203.02132210598526
2005-01-01,199.88710110613357,196.5986621157181,203.84053511674432
2005-02-01,200.30032940607597,196.64292258936325,203.94320696762054
2005-03-01,200.53782500794335,197.03931626869397,204.51562485027588
2005-04-01,200.91516040565816,197.04589765289086,204.42162406077418
2005-05-01,201.32996866086563,197.46675832583153,205.17145180729176
2005-06-01,201.76033230120098,198.1641707613771,205.18669514554455
2005-07-01,202.13980719055735,198.33639136189538,205.7951624917427
2005-08-01,202.5378127757749,199.04031910685944,206.06751615968335
2005-09-01,202.91027956320133,199.24211554806772,206.57825173528758
2005-10-01,203.2829160667497,199.75164791411012,207.10679757474347
2005-11-01,203.61580521411994,200.10203567884193,207.51405647089194
2005-12-01,203.81952411379433,200.25537158234377,207.36901762732936
2006-01-01,204.1894524367983,200.43603046424565,207.80175730522072
2006-02-01,204.57249189787711,200.966947052955,207.93516891568737
2006-03-01,204.92984747205278,201.370180544634,208.47081746921927
2006-04-01,205.32033301332726,201.6478831844024,208.94255218007706
2006-05-01,205.69247506292317,202.08753877434083,209.2308691689363
2006-06-01,206.0401659628579,202.72634669955497,209.83076927147746
2006-07-01,206.39174487485306,202.72386109140865,210.31731266598595
2006-08-01,206.8698084713747,203.0216862346667,210.4786252814973
2006-09-01,207.2514353123714,203.64742154406892,210.52467993477947
2006-10-01,207.67220554578174,203.97519087488644,211.2742201086522
2006-11-01,208.07702357055223,204.56480789801722,211.5530715819462
2006-12-01,208.02108437297062,204.45809148715563,211.5550481182476
2007-01-01,208.49240651689377,204.59903199193374,211.84640475529957
2007-02-01,208.84643551975861,205.19463998793577,212.6372139685988
2007-03-01,209.32378848530982,205.46016438614535,212.7134413059698
2007-04-01,209.72501390556567,205.9422999706539,213.44927900814776
2007-05-01,210.05238188458873,206.42517974863367,213.80431491942386
2007-06-01,210.3178699747787,206.67742274275986,213.91707357429615
2007-07-01,210.6445726946191,207.04885203817807,214.1541311453909
2007-08-01,211.2039104003433,207.68755145750305,214.90322967475373
2007-09-01,211.59442400357815,207.75914004365475,215.36275794266172
2007-10-01,212.06248687957307,208.61821781587588,215.62392618601856
2007-11-01,212.53520889709023,208.89014985781705,216.17051886435115
2007-12-01,212.22007862757098,208.56852660059263,215.84119089800163
2008-01-01,212.79605791480537,209.03665299869257,216.3703161599994
2008-02-01,213.12223845060842,209.66077781954328,217.02770011966498
2008-03-01,213.49323658061485,209.79209324566907,217.270629969984
2008-04-01,213.8550404714468,210.02280564729472,217.66404229614594
2008-05-01,214.3103289847221,210.92041918600512,217.88112913436015
2008-06-01,214.76102547545906,211.06978207059768,218.32763129606715
2008-07-01,215.1107075137894,211.6557856425804,218.8260193847096
2008-08-01,215.36727118622167,212.01763538054686,219.09336382609305
2008-09-01,215.66766499910148,212.20845043956464,219.5846049990786
2008-10-01,215.9307408561678,212.51729629801332,219.74302057862275
2008-11-01,216.1250089368516,212.59326445390252,219.85602391430157
2008-12-01,216.52790951288128,212.82732320154915,220.39044313662072
2009-01-01,216.73705909018153,213.16395920386185,220.4458205169943
2009-02-01,217.08759530648845,213.5017109251897,220.900244916074
