DATE,MSPUS,YoY Growth
2018-01-01,331800.0,5.972532737144687
2018-04-01,315600.0,-0.8170961659333731
2018-07-01,330900.0,3.2449297971918867
2018-10-01,322800.0,-4.468777744894936
2019-01-01,313000.0,-5.666063893911999
2019-04-01,322500.0,2.186311787072248
2019-07-01,318400.0,-3.777576307041397
2019-10-01,327100.0,1.332094175960341
2020-01-01,329000.0,5.111821086261981
2020-04-01,322600.0,0.031007751937983663
2020-07-01,337500.0,5.998743718592969
2020-10-01,358700.0,9.660654234179145
2021-01-01,369800.0,12.401215805471132
2021-04-01,382600.0,18.59888406695598
2021-07-01,411200.0,21.83703703703703
2021-10-01,423600.0,18.093114022860334
2022-01-01,433100.0,17.117360735532717
2022-04-01,449300.0,17.433350757971766
2022-07-01,468000.0,13.813229571984431
2022-10-01,479500.0,13.196411709159594
2023-01-01,429000.0,-0.9466635880858942
2023-04-01,418500.0,-6.855107945693306
2023-07-01,431000.0,-7.905982905982912
