ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1974-01-01,31505.373069333975,14467.735555981979,52774.03185127007,31505.373069333975,31505.373069333975,1884.5548749995187,1884.5548749995187,1884.5548749995187,1884.5548749995187,1884.5548749995187,1884.5548749995187,0.0,0.0,0.0,33389.927944333496
1974-04-01,32733.221797250462,16849.58422332649,55092.050017689435,32733.221797250462,32733.221797250462,1798.5492753748408,1798.5492753748408,1798.5492753748408,1798.5492753748408,1798.5492753748408,1798.5492753748408,0.0,0.0,0.0,34531.771072625306
1974-07-01,33974.71328881047,15672.33299961141,55149.59159690084,33974.71328881047,33974.71328881047,1039.874690261891,1039.874690261891,1039.874690261891,1039.874690261891,1039.874690261891,1039.874690261891,0.0,0.0,0.0,35014.587979072356
1974-10-01,35229.847544013996,18960.24513932694,57757.90452067215,35229.847544013996,35229.847544013996,2494.888084566261,2494.888084566261,2494.888084566261,2494.888084566261,2494.888084566261,2494.888084566261,0.0,0.0,0.0,37724.73562858026
1975-01-01,36484.98182064475,17666.349099732797,55865.003698315595,36484.98182064475,36484.98182064475,1022.5673303088673,1022.5673303088673,1022.5673303088673,1022.5673303088673,1022.5673303088673,1022.5673303088673,0.0,0.0,0.0,37507.54915095362
1975-04-01,37712.83056952268,21588.60212750961,59511.08008402324,37712.83056952268,37712.83056952268,2464.4124082503986,2464.4124082503986,2464.4124082503986,2464.4124082503986,2464.4124082503986,2464.4124082503986,0.0,0.0,0.0,40177.24297777308
1975-07-01,38954.322082277016,20785.758491318615,59947.31016336403,38954.322082277016,38954.322082277016,1497.9513211202736,1497.9513211202736,1497.9513211202736,1497.9513211202736,1497.9513211202736,1497.9513211202736,0.0,0.0,0.0,40452.27340339729
1975-10-01,40209.45635890778,21457.99367212341,61123.897244467895,40209.45635890778,40209.45635890778,2033.74134417799,2033.74134417799,2033.74134417799,2033.74134417799,2033.74134417799,2033.74134417799,0.0,0.0,0.0,42243.19770308577
1976-01-01,41464.590635538545,22547.72446462762,61015.844922565804,41464.590635538545,41464.590635538545,154.1656627210406,154.1656627210406,154.1656627210406,154.1656627210406,154.1656627210406,154.1656627210406,0.0,0.0,0.0,41618.756298259585
1976-04-01,42706.08214829288,22775.364594057814,62525.68492322713,42706.08214829288,42706.08214829288,426.1587634534599,426.1587634534599,426.1587634534599,426.1587634534599,426.1587634534599,426.1587634534599,0.0,0.0,0.0,43132.24091174634
1976-07-01,43947.57366104723,23469.465237120392,62024.713259548465,43947.57366104723,43947.57366104723,134.00588320982365,134.00588320982365,134.00588320982365,134.00588320982365,134.00588320982365,134.00588320982365,0.0,0.0,0.0,44081.57954425705
1976-10-01,45202.71003744446,29617.22279579626,67915.53252732122,45202.71003744446,45202.71003744446,3407.6351032245625,3407.6351032245625,3407.6351032245625,3407.6351032245625,3407.6351032245625,3407.6351032245625,0.0,0.0,0.0,48610.34514066903
1977-01-01,46457.8464138417,30559.352769332272,68738.36249451376,46457.8464138417,46457.8464138417,2739.156780846804,2739.156780846804,2739.156780846804,2739.156780846804,2739.156780846804,2739.156780846804,0.0,0.0,0.0,49197.0031946885
1977-04-01,47685.697216839,30956.50696009836,67052.04066635143,47685.697216839,47685.697216839,1118.871316198288,1118.871316198288,1118.871316198288,1118.871316198288,1118.871316198288,1118.871316198288,0.0,0.0,0.0,48804.56853303729
1977-07-01,48927.190806536266,30632.42980498747,68251.00134985153,48927.190806536266,48927.190806536266,585.0853769145025,585.0853769145025,585.0853769145025,585.0853769145025,585.0853769145025,585.0853769145025,0.0,0.0,0.0,49512.27618345077
1977-10-01,50182.327182933506,33907.67158632049,72961.3157151919,50182.327182933506,50182.327182933506,2952.9867081642274,2952.9867081642274,2952.9867081642274,2952.9867081642274,2952.9867081642274,2952.9867081642274,0.0,0.0,0.0,53135.313891097736
1978-01-01,51437.46355933074,33771.55193881025,72804.24462056195,51437.46355933074,51437.46355933074,1884.5548749990382,1884.5548749990382,1884.5548749990382,1884.5548749990382,1884.5548749990382,1884.5548749990382,0.0,0.0,0.0,53322.01843432978
